Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,spend_to_avg_ratio,is_high_value_transaction,transaction_hour,transaction_day_of_week,is_night_transaction,is_weekend,account_age_years,suspicious_keyword_flag,is_international_flag
T102080,CUST3478,2023-06-17 21:23:00,2.2,Food,Credit Card,POS,Delhi,0,194,401.43,411,Yes,0,0.0055,0,21,5,0,1,1.13,1,0
T102081,CUST5194,2023-12-28 14:12:00,5.39,Grocery,Credit Card,POS,Hyderabad,0,114,220.55,1325,No,0,0.0244,0,14,3,0,0,3.63,0,0
T102082,CUST5564,2023-07-09 12:01:00,49.88,Fashion,PayPal,Desktop,Kolkata,0,85,493.5,521,No,0,0.1011,0,12,6,0,1,1.43,0,0
T102083,CUST7040,2023-01-06 22:54:00,191.95,Entertainment,NetBanking,POS,Delhi,0,86,266.91,1600,No,0,0.7192,0,22,4,0,0,4.38,0,0
T102084,CUST3633,2023-08-07 09:48:00,61.9,Utilities,Debit Card,Desktop,Bengaluru,0,131,424.37,360,Yes,0,0.1459,0,9,0,0,0,0.99,1,0
T102085,CUST2539,2023-07-13 03:40:00,55.1,Travel,Credit Card,Mobile,Mumbai,0,35,490.18,904,No,0,0.1124,0,3,3,1,0,2.48,0,0
T102086,CUST4530,2024-02-08 22:05:00,8.92,Utilities,Debit Card,POS,Chennai,0,114,147.76,1652,No,0,0.0604,0,22,3,0,0,4.52,0,0
T102087,CUST3346,2023-09-18 22:03:00,85.55,Food,UPI,Mobile,Kolkata,0,59,402.43,187,Yes,0,0.2126,0,22,0,0,0,0.51,1,0
T102088,CUST1266,2023-05-10 22:17:00,138.12,Food,Credit Card,Mobile,Hyderabad,0,38,20.78,461,No,0,6.6468,0,22,2,0,0,1.26,0,0
T102089,CUST9174,2023-03-06 21:24:00,38.3,Grocery,PayPal,Desktop,Pune,0,33,343.08,1378,No,0,0.1116,0,21,0,0,0,3.77,0,0
T102090,CUST6241,2024-02-18 14:52:00,119.55,Entertainment,UPI,Mobile,Chennai,0,121,375.15,1169,No,0,0.3187,0,14,6,0,1,3.2,0,0
T102091,CUST6285,2023-04-20 04:43:00,267.01,Grocery,NetBanking,Desktop,Mumbai,0,143,243.91,1573,No,1,1.0947,1,4,3,1,0,4.31,0,0
T102092,CUST8038,2023-10-17 09:02:00,18.23,Health,Debit Card,Desktop,Kolkata,0,100,89.43,648,No,0,0.2038,0,9,1,0,0,1.77,0,0
T102093,CUST2031,2023-12-11 02:46:00,59.27,Entertainment,Credit Card,Mobile,Kolkata,0,142,312.19,648,No,0,0.1899,0,2,0,1,0,1.77,0,0
T102094,CUST8712,2023-01-26 18:11:00,27.08,Electronics,UPI,Mobile,Bengaluru,1,194,449.79,655,No,0,0.0602,0,18,3,0,0,1.79,0,1
T102095,CUST3956,2023-02-28 05:56:00,125.95,Electronics,UPI,Desktop,Bengaluru,0,45,466.35,464,No,0,0.2701,0,5,1,1,0,1.27,0,0
T102096,CUST6946,2023-10-31 15:34:00,68.94,Electronics,Credit Card,Desktop,Bengaluru,0,48,375.59,1575,No,0,0.1836,0,15,1,0,0,4.31,0,0
T102097,CUST4152,2023-08-23 13:15:00,80.54,Grocery,NetBanking,Mobile,Bengaluru,0,172,139.22,825,No,0,0.5785,0,13,2,0,0,2.26,0,0
T102098,CUST1034,2024-02-09 04:09:00,127.93,Electronics,NetBanking,Desktop,Hyderabad,0,118,436.46,961,Yes,1,0.2931,0,4,4,1,0,2.63,1,0
T102099,CUST7034,2023-11-26 17:30:00,40.33,Entertainment,PayPal,Desktop,Kolkata,0,165,445.52,601,No,0,0.0905,0,17,6,0,1,1.65,0,0
T102100,CUST9515,2023-03-27 16:07:00,197.29,Electronics,NetBanking,POS,Hyderabad,0,29,189.95,295,No,0,1.0386,0,16,0,0,0,0.81,0,0
T102101,CUST1560,2023-10-29 10:00:00,60.92,Travel,PayPal,POS,Delhi,0,84,99.66,1451,No,0,0.6113,0,10,6,0,1,3.97,0,0
T102102,CUST4378,2023-01-15 10:32:00,13.75,Electronics,UPI,POS,Pune,0,162,438.58,131,No,0,0.0314,0,10,6,0,1,0.36,0,0
T102103,CUST5125,2023-07-15 13:56:00,95.23,Food,Credit Card,POS,Delhi,0,187,443.7,1116,No,0,0.2146,0,13,5,0,1,3.06,0,0
T102104,CUST4258,2023-03-05 22:34:00,126.1,Health,NetBanking,POS,Pune,0,113,59.44,1026,No,0,2.1215,0,22,6,0,1,2.81,0,0
T102105,CUST9722,2023-11-23 11:14:00,30.47,Grocery,PayPal,Desktop,Mumbai,1,117,483.82,1740,No,0,0.063,0,11,3,0,0,4.76,0,1
T102106,CUST5863,2024-01-13 15:55:00,155.69,Fashion,UPI,Desktop,Delhi,0,43,271.21,738,No,0,0.5741,0,15,5,0,1,2.02,0,0
T102107,CUST2317,2023-07-31 05:30:00,189.28,Health,NetBanking,POS,Mumbai,0,161,496.93,1044,No,0,0.3809,0,5,0,1,0,2.86,0,0
T102108,CUST9691,2023-02-23 15:59:00,25.94,Travel,Debit Card,Mobile,Mumbai,0,19,228.05,853,No,0,0.1137,0,15,3,0,0,2.34,0,0
T102109,CUST2194,2023-03-21 22:59:00,328.46,Grocery,UPI,POS,Mumbai,0,8,271.31,1955,No,0,1.2106,1,22,1,0,0,5.35,0,0
T102110,CUST9461,2023-03-07 23:28:00,12.13,Entertainment,NetBanking,Mobile,Bengaluru,0,159,140.38,1564,No,0,0.0864,0,23,1,0,0,4.28,0,0
T102111,CUST3362,2023-05-22 11:58:00,18.05,Utilities,UPI,Desktop,Chennai,1,11,450.48,251,No,1,0.0401,0,11,0,0,0,0.69,0,1
T102112,CUST7944,2024-01-18 02:53:00,16.29,Grocery,Credit Card,Mobile,Chennai,0,8,227.42,944,No,0,0.0716,0,2,3,1,0,2.58,0,0
T102113,CUST6424,2023-10-24 02:06:00,179.54,Food,Credit Card,Desktop,Hyderabad,0,153,409.16,465,No,0,0.4388,0,2,1,1,0,1.27,0,0
T102114,CUST9306,2023-11-20 19:26:00,84.97,Entertainment,Credit Card,Mobile,Mumbai,0,113,49.07,1243,No,0,1.7316,0,19,0,0,0,3.4,0,0
T102115,CUST3735,2024-01-01 23:07:00,13.2,Health,Debit Card,Desktop,Bengaluru,0,148,396.24,669,No,0,0.0333,0,23,0,0,0,1.83,0,0
T102116,CUST2080,2023-07-13 06:32:00,46.43,Health,Credit Card,Desktop,Delhi,1,38,250.22,974,No,1,0.1856,0,6,3,0,0,2.67,0,1
T102117,CUST7872,2023-03-19 05:29:00,76.42,Electronics,Debit Card,POS,Delhi,0,135,12.65,363,No,0,6.0411,0,5,6,1,1,0.99,0,0
T102118,CUST2888,2024-02-05 17:48:00,6.97,Entertainment,Credit Card,Desktop,Hyderabad,0,117,120.87,936,No,0,0.0577,0,17,0,0,0,2.56,0,0
T102119,CUST3928,2024-01-09 05:50:00,171.25,Utilities,UPI,POS,Hyderabad,0,167,104.93,1611,Yes,0,1.632,0,5,1,1,0,4.41,1,0
T102120,CUST8928,2023-08-25 11:37:00,130.21,Food,NetBanking,POS,Mumbai,0,74,378.36,1634,No,0,0.3441,0,11,4,0,0,4.47,0,0
T102121,CUST5723,2023-03-28 04:09:00,56.29,Electronics,NetBanking,POS,Mumbai,0,72,243.83,1354,No,0,0.2309,0,4,1,1,0,3.71,0,0
T102122,CUST8594,2023-04-29 02:42:00,273.21,Electronics,Credit Card,Mobile,Delhi,1,106,88.26,380,No,0,3.0955,1,2,5,1,1,1.04,0,1
T102123,CUST1242,2023-06-11 00:30:00,43.27,Utilities,NetBanking,Mobile,Delhi,0,118,135.83,1929,No,0,0.3186,0,0,6,1,1,5.28,0,0
T102124,CUST7634,2024-01-22 20:08:00,331.37,Grocery,Credit Card,Desktop,Delhi,0,20,257.0,599,No,0,1.2894,1,20,0,0,0,1.64,0,0
T102125,CUST5990,2023-06-28 11:43:00,88.19,Health,Credit Card,POS,Delhi,0,11,19.62,1981,No,0,4.4949,0,11,2,0,0,5.42,0,0
T102126,CUST3666,2023-07-26 12:17:00,80.56,Electronics,PayPal,POS,Chennai,0,144,217.82,757,No,0,0.3698,0,12,2,0,0,2.07,0,0
T102127,CUST4715,2023-04-25 09:36:00,14.52,Travel,PayPal,Desktop,Mumbai,1,42,342.25,144,No,0,0.0424,0,9,1,0,0,0.39,0,1
T102128,CUST5085,2024-02-07 22:36:00,170.92,Travel,PayPal,POS,Mumbai,0,90,263.7,1575,No,0,0.6482,0,22,2,0,0,4.31,0,0
T102129,CUST8830,2023-04-15 23:09:00,44.62,Health,Debit Card,Desktop,Delhi,0,52,303.07,938,No,0,0.1472,0,23,5,0,1,2.57,0,0
T102130,CUST9486,2023-10-11 16:34:00,14.16,Travel,PayPal,POS,Bengaluru,0,165,170.04,396,No,0,0.0833,0,16,2,0,0,1.08,0,0
T102131,CUST7574,2023-11-25 01:45:00,1.02,Utilities,Credit Card,Mobile,Delhi,0,52,99.71,1322,No,0,0.0102,0,1,5,1,1,3.62,0,0
T102132,CUST7545,2023-05-16 06:56:00,65.63,Grocery,UPI,Desktop,Pune,0,137,406.77,833,No,0,0.1613,0,6,1,0,0,2.28,0,0
T102133,CUST3915,2023-10-29 00:58:00,59.96,Food,PayPal,Desktop,Kolkata,0,163,453.76,1139,No,1,0.1321,0,0,6,1,1,3.12,0,0
T102134,CUST8614,2023-03-02 12:31:00,101.65,Fashion,PayPal,Mobile,Kolkata,1,195,260.26,925,No,1,0.3906,0,12,3,0,0,2.53,0,1
T102135,CUST8748,2023-12-01 06:32:00,176.77,Electronics,UPI,Desktop,Hyderabad,0,95,159.47,998,No,0,1.1085,0,6,4,0,0,2.73,0,0
T102136,CUST8731,2023-03-26 15:10:00,6.62,Fashion,Credit Card,Mobile,Pune,0,135,260.49,407,No,0,0.0254,0,15,6,0,1,1.11,0,0
T102137,CUST8219,2023-01-29 22:21:00,105.19,Food,Debit Card,POS,Bengaluru,0,2,440.7,1200,No,0,0.2387,0,22,6,0,1,3.29,0,0
T102138,CUST2377,2023-09-06 08:53:00,16.6,Food,PayPal,Mobile,Hyderabad,0,25,348.79,1041,No,0,0.0476,0,8,2,0,0,2.85,0,0
T102139,CUST8329,2024-02-15 07:40:00,156.25,Utilities,UPI,Mobile,Kolkata,0,76,430.72,147,Yes,0,0.3628,0,7,3,0,0,0.4,1,0
T102140,CUST7074,2023-11-09 08:23:00,136.77,Grocery,Credit Card,Desktop,Bengaluru,0,94,170.91,1043,No,0,0.8002,0,8,3,0,0,2.86,0,0
T102141,CUST2674,2023-11-29 15:19:00,62.26,Travel,NetBanking,POS,Hyderabad,0,94,358.87,1188,No,0,0.1735,0,15,2,0,0,3.25,0,0
T102142,CUST5891,2023-08-08 00:52:00,99.1,Travel,Debit Card,Mobile,Delhi,0,41,329.99,556,No,0,0.3003,0,0,1,1,0,1.52,0,0
T102143,CUST5987,2023-11-03 04:43:00,30.19,Utilities,UPI,POS,Delhi,0,180,290.09,1902,No,0,0.1041,0,4,4,1,0,5.21,0,0
T102144,CUST1760,2023-06-17 15:09:00,50.97,Food,UPI,Mobile,Bengaluru,0,87,268.83,843,No,0,0.1896,0,15,5,0,1,2.31,0,0
T102145,CUST2798,2023-06-28 02:22:00,137.91,Grocery,UPI,Desktop,Hyderabad,0,81,279.98,235,No,0,0.4926,0,2,2,1,0,0.64,0,0
T102146,CUST4927,2023-11-30 02:26:00,49.19,Grocery,PayPal,Mobile,Chennai,0,193,426.34,1286,No,0,0.1154,0,2,3,1,0,3.52,0,0
T102147,CUST8047,2023-08-20 22:02:00,35.43,Health,NetBanking,Mobile,Bengaluru,0,124,458.84,845,No,0,0.0772,0,22,6,0,1,2.31,0,0
T102148,CUST7587,2023-10-23 03:27:00,54.53,Entertainment,Debit Card,POS,Bengaluru,0,77,65.3,95,No,1,0.8351,0,3,0,1,0,0.26,0,0
T102149,CUST8644,2023-11-28 05:50:00,140.94,Electronics,Credit Card,Mobile,Pune,0,38,288.7,33,No,0,0.4882,0,5,1,1,0,0.09,0,0
T102150,CUST5470,2023-03-23 17:44:00,32.66,Utilities,Credit Card,Desktop,Mumbai,0,195,460.02,32,No,0,0.071,0,17,3,0,0,0.09,0,0
T102151,CUST4184,2023-09-17 22:59:00,15.27,Entertainment,NetBanking,Desktop,Bengaluru,0,42,76.02,1312,No,0,0.2009,0,22,6,0,1,3.59,0,0
T102152,CUST6165,2024-01-18 06:00:00,99.59,Utilities,UPI,Mobile,Chennai,1,199,212.3,1768,No,0,0.4691,0,6,3,0,0,4.84,0,1
T102153,CUST5666,2023-02-08 17:22:00,139.89,Travel,UPI,Mobile,Delhi,0,182,53.65,354,No,0,2.6075,0,17,2,0,0,0.97,0,0
T102154,CUST9668,2023-07-18 04:27:00,8.49,Food,UPI,POS,Hyderabad,0,195,65.6,1293,No,1,0.1294,0,4,1,1,0,3.54,0,0
T102155,CUST2892,2023-07-20 06:53:00,21.94,Utilities,UPI,POS,Mumbai,1,78,453.01,634,No,0,0.0484,0,6,3,0,0,1.74,0,1
T102156,CUST9089,2023-06-14 03:20:00,12.25,Utilities,UPI,Desktop,Hyderabad,0,64,228.63,825,Yes,1,0.0536,0,3,2,1,0,2.26,1,0
T102157,CUST7962,2024-01-14 03:50:00,34.21,Health,NetBanking,POS,Delhi,1,132,347.48,564,No,0,0.0985,0,3,6,1,1,1.54,0,1
T102158,CUST4225,2023-12-19 22:42:00,47.88,Fashion,PayPal,Mobile,Bengaluru,0,159,78.07,1851,No,0,0.6133,0,22,1,0,0,5.07,0,0
T102159,CUST3973,2023-08-10 17:13:00,110.53,Travel,Debit Card,Desktop,Pune,0,125,20.75,1371,No,0,5.3267,0,17,3,0,0,3.75,0,0
T102160,CUST8777,2023-09-27 13:55:00,84.25,Electronics,UPI,POS,Chennai,0,141,446.34,628,No,0,0.1888,0,13,2,0,0,1.72,0,0
T102161,CUST1769,2023-10-15 20:17:00,77.6,Grocery,PayPal,Desktop,Mumbai,0,27,291.53,1104,No,0,0.2662,0,20,6,0,1,3.02,0,0
T102162,CUST5287,2023-02-28 21:20:00,34.76,Food,Credit Card,Mobile,Chennai,0,59,19.79,1862,No,0,1.7564,0,21,1,0,0,5.1,0,0
T102163,CUST4348,2023-07-10 10:33:00,147.33,Travel,NetBanking,POS,Kolkata,0,65,496.25,1523,No,0,0.2969,0,10,0,0,0,4.17,0,0
T102164,CUST6175,2023-04-10 07:17:00,50.98,Fashion,PayPal,Mobile,Chennai,0,192,251.17,861,No,0,0.203,0,7,0,0,0,2.36,0,0
T102165,CUST4952,2023-06-06 06:05:00,309.46,Utilities,UPI,Mobile,Chennai,0,25,243.18,1096,Yes,0,1.2726,1,6,1,0,0,3.0,1,0
T102166,CUST7925,2023-10-17 17:30:00,80.44,Electronics,UPI,Desktop,Chennai,0,37,314.25,1257,No,0,0.256,0,17,1,0,0,3.44,0,0
T102167,CUST3930,2023-05-16 03:06:00,10.8,Utilities,UPI,Desktop,Delhi,0,124,13.87,376,No,0,0.7787,0,3,1,1,0,1.03,0,0
T102168,CUST9649,2023-05-28 06:42:00,90.2,Electronics,PayPal,Desktop,Chennai,0,71,288.88,1111,No,0,0.3122,0,6,6,0,1,3.04,0,0
T102169,CUST5698,2023-04-01 22:59:00,31.46,Health,UPI,POS,Pune,0,142,318.45,88,No,0,0.0988,0,22,5,0,1,0.24,0,0
T102170,CUST7031,2023-08-06 19:50:00,92.75,Utilities,PayPal,POS,Chennai,0,94,155.51,709,No,0,0.5964,0,19,6,0,1,1.94,0,0
T102171,CUST3108,2023-05-16 21:09:00,5.77,Travel,UPI,Desktop,Delhi,0,152,366.16,1739,No,0,0.0158,0,21,1,0,0,4.76,0,0
T102172,CUST2741,2023-01-27 12:45:00,15.38,Fashion,Credit Card,POS,Hyderabad,0,67,194.94,540,No,0,0.0789,0,12,4,0,0,1.48,0,0
T102173,CUST1193,2023-11-21 08:26:00,154.89,Electronics,Credit Card,POS,Delhi,0,176,361.71,1371,No,0,0.4282,0,8,1,0,0,3.75,0,0
T102174,CUST3916,2023-04-06 20:10:00,20.62,Food,Debit Card,Desktop,Kolkata,1,103,80.47,1486,No,0,0.2562,0,20,3,0,0,4.07,0,1
T102175,CUST7306,2023-08-28 12:10:00,145.14,Electronics,UPI,Mobile,Kolkata,0,91,457.71,1425,No,0,0.3171,0,12,0,0,0,3.9,0,0
T102176,CUST3386,2023-10-13 06:41:00,26.2,Fashion,UPI,POS,Pune,0,193,440.93,236,No,0,0.0594,0,6,4,0,0,0.65,0,0
T102177,CUST3110,2023-04-17 02:33:00,82.38,Grocery,PayPal,POS,Pune,0,166,83.81,140,No,0,0.9829,0,2,0,1,0,0.38,0,0
T102178,CUST9585,2023-11-03 03:40:00,94.77,Grocery,PayPal,Mobile,Bengaluru,0,90,469.84,52,No,0,0.2017,0,3,4,1,0,0.14,0,0
T102179,CUST8462,2023-09-02 22:01:00,57.5,Health,UPI,Mobile,Delhi,0,70,283.31,1481,No,0,0.203,0,22,5,0,1,4.05,0,0
T102180,CUST5506,2023-07-19 08:28:00,29.14,Travel,Debit Card,Mobile,Hyderabad,1,59,353.81,1798,No,0,0.0824,0,8,2,0,0,4.92,0,1
T102181,CUST5694,2023-02-17 17:15:00,19.13,Fashion,UPI,Desktop,Bengaluru,0,12,421.74,1993,No,0,0.0454,0,17,4,0,0,5.46,0,0
T102182,CUST3056,2023-08-03 13:34:00,2.7,Health,PayPal,Mobile,Bengaluru,0,182,50.95,816,No,0,0.053,0,13,3,0,0,2.23,0,0
T102183,CUST5112,2023-09-18 02:20:00,28.99,Entertainment,UPI,Desktop,Mumbai,0,51,92.95,1737,No,0,0.3119,0,2,0,1,0,4.76,0,0
T102184,CUST7493,2023-01-20 08:24:00,84.71,Electronics,PayPal,Mobile,Chennai,0,166,152.29,1064,No,0,0.5562,0,8,4,0,0,2.91,0,0
T102185,CUST8018,2023-04-04 19:45:00,222.84,Entertainment,UPI,Mobile,Bengaluru,0,174,243.83,601,No,0,0.9139,0,19,1,0,0,1.65,0,0
T102186,CUST2719,2023-02-25 02:04:00,163.96,Electronics,NetBanking,Desktop,Bengaluru,0,10,179.57,1987,No,0,0.9131,0,2,5,1,1,5.44,0,0
T102187,CUST1029,2023-11-16 04:29:00,116.22,Grocery,PayPal,Desktop,Pune,0,9,257.86,1797,No,1,0.4507,0,4,3,1,0,4.92,0,0
T102188,CUST8005,2023-01-05 19:51:00,124.26,Health,Debit Card,Mobile,Hyderabad,0,87,101.1,776,No,0,1.2291,0,19,3,0,0,2.12,0,0
T102189,CUST8529,2023-10-16 12:27:00,87.49,Grocery,NetBanking,Mobile,Bengaluru,0,94,344.26,544,Yes,0,0.2541,0,12,0,0,0,1.49,1,0
T102190,CUST8127,2023-01-14 20:32:00,24.12,Food,UPI,Mobile,Kolkata,0,52,37.31,173,No,0,0.6465,0,20,5,0,1,0.47,0,0
T102191,CUST4601,2023-11-10 01:33:00,190.18,Entertainment,PayPal,POS,Hyderabad,0,179,187.11,1021,No,0,1.0164,0,1,4,1,0,2.8,0,0
T102192,CUST7584,2023-08-29 11:38:00,88.87,Entertainment,NetBanking,Mobile,Chennai,0,22,97.73,1795,No,0,0.9093,0,11,1,0,0,4.91,0,0
T102193,CUST3938,2023-09-21 05:59:00,65.76,Grocery,Debit Card,Desktop,Kolkata,0,73,367.67,1574,No,0,0.1789,0,5,3,1,0,4.31,0,0
T102194,CUST6047,2023-12-13 23:58:00,9.41,Food,PayPal,POS,Pune,0,83,442.99,838,No,0,0.0212,0,23,2,0,0,2.29,0,0
T102195,CUST8931,2023-12-22 14:16:00,47.4,Electronics,NetBanking,Desktop,Kolkata,0,72,48.61,323,No,0,0.9751,0,14,4,0,0,0.88,0,0
T102196,CUST6596,2023-05-28 02:00:00,49.35,Health,NetBanking,POS,Mumbai,0,118,394.67,354,No,0,0.125,0,2,6,1,1,0.97,0,0
T102197,CUST7492,2024-02-09 08:50:00,159.94,Food,NetBanking,POS,Mumbai,0,68,448.9,222,No,0,0.3563,0,8,4,0,0,0.61,0,0
T102198,CUST5593,2023-11-09 02:50:00,63.29,Health,Credit Card,Desktop,Chennai,0,5,487.25,1344,No,0,0.1299,0,2,3,1,0,3.68,0,0
T102199,CUST5661,2023-05-12 18:16:00,38.29,Entertainment,UPI,POS,Chennai,0,83,293.9,1692,No,0,0.1303,0,18,4,0,0,4.63,0,0
T102200,CUST6245,2023-07-10 15:51:00,301.09,Health,PayPal,Desktop,Kolkata,0,121,170.42,1472,No,0,1.7668,1,15,0,0,0,4.03,0,0
T102201,CUST9967,2023-05-10 16:16:00,9.39,Entertainment,PayPal,Mobile,Pune,0,157,167.77,489,No,0,0.056,0,16,2,0,0,1.34,0,0
T102202,CUST1257,2023-10-28 13:08:00,43.93,Food,PayPal,POS,Pune,0,6,195.7,1101,No,0,0.2245,0,13,5,0,1,3.01,0,0
T102203,CUST2240,2023-03-17 15:35:00,3.43,Entertainment,NetBanking,Desktop,Delhi,0,69,310.21,1160,No,0,0.0111,0,15,4,0,0,3.18,0,0
T102204,CUST4910,2023-10-01 00:15:00,107.74,Utilities,UPI,POS,Bengaluru,0,58,250.21,1317,No,0,0.4306,0,0,6,1,1,3.61,0,0
T102205,CUST1177,2023-08-31 10:43:00,200.16,Travel,Debit Card,Desktop,Bengaluru,0,43,330.28,1306,Yes,0,0.606,0,10,3,0,0,3.58,1,0
T102206,CUST7756,2023-08-24 09:31:00,26.28,Entertainment,PayPal,Mobile,Bengaluru,0,197,29.26,1592,No,0,0.8982,0,9,3,0,0,4.36,0,0
T102207,CUST1612,2023-04-26 20:38:00,156.35,Grocery,UPI,Mobile,Hyderabad,0,72,61.88,1574,No,0,2.5267,0,20,2,0,0,4.31,0,0
T102208,CUST1827,2023-06-07 19:44:00,27.65,Food,UPI,POS,Delhi,0,91,488.5,1785,No,0,0.0566,0,19,2,0,0,4.89,0,0
T102209,CUST2963,2023-08-23 23:16:00,193.32,Utilities,Credit Card,POS,Kolkata,0,37,497.74,1211,No,0,0.3884,0,23,2,0,0,3.32,0,0
T102210,CUST9322,2023-09-21 01:11:00,112.18,Electronics,PayPal,Desktop,Bengaluru,0,58,375.86,555,No,0,0.2985,0,1,3,1,0,1.52,0,0
T102211,CUST3479,2023-11-26 13:26:00,130.74,Health,NetBanking,Desktop,Hyderabad,0,127,135.63,948,No,0,0.9639,0,13,6,0,1,2.6,0,0
T102212,CUST2550,2024-01-06 09:19:00,1.45,Utilities,UPI,POS,Hyderabad,0,37,477.16,58,No,0,0.003,0,9,5,0,1,0.16,0,0
T102213,CUST2313,2023-12-19 05:30:00,263.34,Fashion,UPI,Desktop,Mumbai,0,154,114.71,567,No,0,2.2957,1,5,1,1,0,1.55,0,0
T102214,CUST4014,2024-02-06 20:49:00,103.77,Utilities,Debit Card,Desktop,Hyderabad,0,170,368.4,1779,No,0,0.2817,0,20,1,0,0,4.87,0,0
T102215,CUST8684,2023-11-12 10:12:00,29.08,Food,Credit Card,Desktop,Chennai,0,16,66.48,172,No,0,0.4374,0,10,6,0,1,0.47,0,0
T102216,CUST3401,2023-11-04 16:36:00,141.47,Utilities,UPI,POS,Pune,0,150,327.96,656,No,0,0.4314,0,16,5,0,1,1.8,0,0
T102217,CUST4628,2023-09-08 09:01:00,26.45,Utilities,UPI,Mobile,Hyderabad,0,110,382.16,870,No,0,0.0692,0,9,4,0,0,2.38,0,0
T102218,CUST7659,2023-06-07 13:13:00,164.93,Grocery,NetBanking,Mobile,Chennai,0,151,431.22,247,No,0,0.3825,0,13,2,0,0,0.68,0,0
T102219,CUST8698,2023-07-02 09:04:00,9.55,Entertainment,NetBanking,Desktop,Chennai,0,175,369.81,622,No,0,0.0258,0,9,6,0,1,1.7,0,0
T102220,CUST2591,2023-10-05 16:12:00,97.31,Health,Debit Card,POS,Mumbai,1,195,462.51,742,No,0,0.2104,0,16,3,0,0,2.03,0,1
T102221,CUST4997,2023-11-12 08:43:00,62.24,Travel,Debit Card,Desktop,Kolkata,0,131,265.25,96,No,0,0.2346,0,8,6,0,1,0.26,0,0
T102222,CUST2053,2023-02-02 10:43:00,8.12,Electronics,Debit Card,Mobile,Mumbai,0,12,341.94,790,No,0,0.0237,0,10,3,0,0,2.16,0,0
T102223,CUST8689,2023-08-05 19:53:00,22.15,Travel,NetBanking,Desktop,Hyderabad,1,23,191.08,173,No,1,0.1159,0,19,5,0,1,0.47,0,1
T102224,CUST1337,2023-03-05 17:13:00,1.0,Utilities,NetBanking,Mobile,Mumbai,0,111,15.09,1194,No,0,0.0663,0,17,6,0,1,3.27,0,0
T102225,CUST1889,2023-12-25 19:28:00,50.6,Fashion,Credit Card,POS,Mumbai,0,139,380.78,1399,No,0,0.1329,0,19,0,0,0,3.83,0,0
T102226,CUST1934,2023-09-30 22:11:00,28.68,Food,PayPal,Desktop,Kolkata,0,52,436.23,494,No,0,0.0657,0,22,5,0,1,1.35,0,0
T102227,CUST9174,2024-02-17 03:53:00,72.98,Health,PayPal,POS,Pune,0,178,95.22,125,No,0,0.7664,0,3,5,1,1,0.34,0,0
T102228,CUST1416,2023-02-25 07:39:00,28.22,Food,Credit Card,Desktop,Bengaluru,0,185,24.03,437,No,0,1.1744,0,7,5,0,1,1.2,0,0
T102229,CUST7213,2024-02-10 04:03:00,28.52,Grocery,PayPal,Desktop,Hyderabad,0,192,90.61,1171,Yes,0,0.3148,0,4,5,1,1,3.21,1,0
T102230,CUST7345,2023-07-20 18:34:00,108.75,Food,NetBanking,Desktop,Kolkata,0,127,448.69,1883,No,0,0.2424,0,18,3,0,0,5.16,0,0
T102231,CUST1732,2023-01-30 23:41:00,3.95,Electronics,PayPal,Desktop,Hyderabad,0,174,154.8,1750,No,0,0.0255,0,23,0,0,0,4.79,0,0
T102232,CUST8371,2023-10-15 04:30:00,186.56,Fashion,NetBanking,Desktop,Hyderabad,0,29,124.52,833,No,0,1.4982,0,4,6,1,1,2.28,0,0
T102233,CUST1609,2023-06-14 02:16:00,152.99,Travel,Credit Card,POS,Mumbai,0,121,17.15,1497,No,1,8.9207,0,2,2,1,0,4.1,0,0
T102234,CUST5942,2023-03-15 17:57:00,88.16,Utilities,Debit Card,POS,Pune,0,198,155.56,786,No,0,0.5667,0,17,2,0,0,2.15,0,0
T102235,CUST2874,2023-04-06 12:10:00,71.96,Utilities,Credit Card,Mobile,Mumbai,0,174,360.66,1433,No,0,0.1995,0,12,3,0,0,3.92,0,0
T102236,CUST3459,2023-04-10 20:07:00,178.27,Fashion,PayPal,Desktop,Chennai,1,144,479.95,742,No,1,0.3714,0,20,0,0,0,2.03,0,1
T102237,CUST8876,2023-02-21 17:55:00,16.4,Health,NetBanking,Mobile,Delhi,0,179,163.24,307,No,0,0.1005,0,17,1,0,0,0.84,0,0
T102238,CUST5002,2023-07-25 21:23:00,6.58,Food,PayPal,POS,Delhi,0,101,127.94,390,No,0,0.0514,0,21,1,0,0,1.07,0,0
T102239,CUST6288,2023-05-21 20:59:00,21.9,Health,PayPal,Mobile,Kolkata,0,11,445.15,1423,No,0,0.0492,0,20,6,0,1,3.9,0,0
T102240,CUST8871,2023-10-13 21:19:00,126.62,Travel,Debit Card,POS,Delhi,0,139,427.73,1675,No,0,0.296,0,21,4,0,0,4.59,0,0
T102241,CUST5171,2023-07-28 03:53:00,2.82,Health,PayPal,Desktop,Kolkata,0,191,170.8,241,No,0,0.0165,0,3,4,1,0,0.66,0,0
T102242,CUST5145,2023-12-14 17:00:00,69.94,Grocery,Debit Card,Mobile,Bengaluru,0,181,43.71,1312,No,0,1.6001,0,17,3,0,0,3.59,0,0
